repositoryUrl,ecosystem,registry_url,dependent_packages_count,dependent_repos_count,docker_dependents_count,docker_downloads_count,downloads,downloads_period,last_synced_at,status
https://github.com/actix/actix-web,cargo,https://crates.io/crates/actix-web/,782,6843,52,20127549,12367639,total,2023-08-02T02:14:01.578Z,OK
https://github.com/actualbudget/actual,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/actually-colab/desktop,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ad-aures/castopod,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adalidda/localization,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adamhalasz/uniqid,npm,https://www.npmjs.com/package/uniqid,917,201661,465,75210414,1704211,last-month,2023-07-31T09:01:55.149Z,OK
https://github.com/adarsh-goel/FileStreamBot-pro,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adelsz/pgtyped,npm,https://www.npmjs.com/package/@pgtyped/query,5,31,null,null,62167,last-month,2023-08-01T18:31:52.669Z,OK
https://github.com/adhamahde/aisavail,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adithyaakrishna/My-Mario-Game,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adlered/CSDNGreener,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ADOFAI-gg/ADOFAI-gg-Web,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adrianmanchev/trading-charts,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adrianrudnik/mjml-server,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/advancedfx/advancedfx,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/adyanth/openwrt-tailscale-enabler,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aenews/audio,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aerogo/aero,go,https://pkg.go.dev/github.com/aerogo/aero,10,18,null,null,null,null,2023-07-21T00:00:20.677Z,OK
https://github.com/aesmail/kaffy,hex,https://hex.pm/packages/kaffy/,0,43,null,null,161219,total,2023-07-27T15:24:57.776Z,OK
https://github.com/AFLplusplus/AFLplusplus,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/africandeveloper/africandeveloper,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AfricArxiv/AfricArXiv-overview,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/afuturemodern/aeria,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/afzalali15/flutter_alarm_clock,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ageddesi/Mocked-API,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/agershun/WebSQLShim,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AghaSaad04/Medical-Website,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/agimenez122/git-book,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/agrass-GitHub/agel-form,npm,https://www.npmjs.com/package/cus-forms,2,0,null,null,2,last-month,2023-07-16T04:01:13.067Z,OK
https://github.com/Agrover112/awesome-semantic-search,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ahaclub/github-webhook-feishu,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ahKevinXy/go-cmb,go,https://pkg.go.dev/github.com/ahKevinXy/go-cmb,0,0,null,null,null,null,2023-07-26T11:51:46.454Z,OK
https://github.com/ahmedfgad/GeneticAlgorithmPython,pypi,https://pypi.org/project/pygad/,3,38,1,15,31098,last-month,2023-07-27T15:23:02.666Z,OK
https://github.com/ahonn/hexo-theme-even,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AI-Sphere/Awesome-Noah,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ai-techsystems/deepC,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ai6ph/Machine_Learning,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aidenybai/million,npm,https://www.npmjs.com/package/million,17,33,null,null,33810,last-month,2023-08-02T02:24:57.143Z,OK
https://github.com/aierui/design-pattern-in-go,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aio-libs/aiohttp,pypi,https://pypi.org/project/aiohttp/,1967,66431,5580,1384675692,69051342,last-month,2023-08-01T04:28:49.616Z,OK
https://github.com/aiogram/aiogram,pypi,https://pypi.org/project/aiogram/,19,2580,68,39885135,166818,last-month,2023-08-02T11:38:30.985Z,OK
https://github.com/airbnb/javascript,npm,https://www.npmjs.com/package/eslint-config-airbnb-base,40487,504670,1270,846618640,28294666,last-month,2023-08-02T15:33:39.374Z,OK
https://github.com/airdb/airdb.github.io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AirenSoft/OvenMediaEngine,go,https://pkg.go.dev/github.com/airensoft/ovenmediaengine,0,0,null,null,null,null,2023-08-01T05:48:07.366Z,OK
https://github.com/airform/airform,npm,https://www.npmjs.com/package/airform,1,1,null,null,11,last-month,2023-07-16T23:31:54.581Z,OK
https://github.com/Airsaid/AndroidLocalizePlugin,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aissat/easy_localization,pub,https://pub.dev/packages/easy_localization,42,1293,null,null,null,null,2023-07-27T06:56:28.904Z,OK
https://github.com/aivot-digital/.github,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Ajay-Dhangar/ai-photo-restorer,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ajaysingh853/dotnet-tips-cleancode,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ajbura/arewemojiyet,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ajv-validator/ajv,npm,https://www.npmjs.com/package/ajv,10962,939279,27303,10645683313,385114951,last-month,2023-08-01T20:12:53.112Z,OK
https://github.com/Akhandsaxena12/80000556,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/akshay2211/PixImagePicker,maven,https://repo.maven.apache.org/maven2/io/ak1/pix/piximagepicker/,0,16,null,null,null,null,2023-07-26T04:35:51.553Z,OK
https://github.com/al-one/hass-xiaomi-miot,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alanhg/alfred-workflows,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alanmcgovern/monotorrent,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AlchemyCMS/alchemy_cms,rubygems,https://rubygems.org/gems/alchemy_cms,23,88,5,234,662930,total,2023-07-31T17:33:12.992Z,OK
https://github.com/alekcz/pcp,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alemayhu/2nft,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Aletheia-Data/admin.aletheiadata.org,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aletheon/eleutherios-website,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alex-marinov/three.js,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alexandercerutti/passkit-generator,npm,https://www.npmjs.com/package/passkit-generator,2,27,2,125,29752,last-month,2023-07-30T15:48:32.587Z,OK
https://github.com/alexandresanlim/Badges4-README.md-Profile,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alexanmtz/material-sense,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alexcambose/motus,npm,https://www.npmjs.com/package/motus,1,6,null,null,666,last-month,2023-07-27T03:18:44.656Z,OK
https://github.com/alexdodonov/mezon-router,packagist,https://packagist.org/packages/mezon/router#,7,11,null,null,13908,total,2023-07-21T03:30:29.85Z,OK
https://github.com/alexmojaki/heartrate,pypi,https://pypi.org/project/heartrate/,1,12,1,4,951,last-month,2023-07-26T18:14:16.946Z,OK
https://github.com/alextran1502/foss_photo_libraries,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AlfaazPlus/QuranApp,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alfio-event/alf.io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alfonsobries/vue-tailwind,npm,https://www.npmjs.com/package/vue-tailwind,6,323,2,293,17521,last-month,2023-07-21T04:30:52.469Z,OK
https://github.com/ali2210/WizDwarf,go,https://pkg.go.dev/github.com/ali2210/wizdwarf,0,0,null,null,null,null,2023-07-17T14:50:58.007Z,OK
https://github.com/alibaba/arthas,maven,https://repo.maven.apache.org/maven2/com/taobao/arthas/arthas-spring-boot-starter/,19,85,1,4,null,null,2023-08-02T09:41:54.577Z,OK
https://github.com/aligungr/UERANSIM,go,https://pkg.go.dev/github.com/aligungr/UERANSIM,0,0,null,null,null,null,2023-07-22T14:47:30.106Z,OK
https://github.com/alikinvv/stepper,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AlinaWithAFace/biotic-grasp,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alire-project/alire,go,https://pkg.go.dev/github.com/alire-project/alire,0,0,null,null,null,null,2023-08-01T11:44:10.992Z,OK
https://github.com/alisaifee/flask-limiter,pypi,https://pypi.org/project/flask-limiter/,11,340,6,150,2595670,last-month,2023-07-26T18:08:12.939Z,OK
https://github.com/Alitaj/taj,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Alivon/Panda-Learning,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/allmende/ofn-docker,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/allure-framework/allure2,maven,https://repo.maven.apache.org/maven2/io/qameta/allure/allure-commandline/,3,77,null,null,null,null,2023-07-28T23:22:20.745Z,OK
https://github.com/AlmaLinux/almalinux-deploy,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aloneguid/storage,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/alosaur/alosaur,deno,https://deno.land/x/alosaur,1,0,null,null,null,null,2023-07-11T15:36:27.021Z,OK
https://github.com/Alovoa/alovoa,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AlphaKR93/alpha93.kr,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/altair-graphql/altair,npm,https://www.npmjs.com/package/altair-static,14,333,6,235,100498,last-month,2023-07-27T00:12:31.88Z,OK
https://github.com/AlterMundi/react-native-nsd,npm,https://www.npmjs.com/package/react-native-nsd,1,1,null,null,21,last-month,2023-07-20T12:11:50.859Z,OK
https://github.com/alvr-org/ALVR,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/amazon/azure-docs,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AmberELEC/AmberELEC,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/amilajack/eslint-plugin-compat,npm,https://www.npmjs.com/package/eslint-plugin-compat,2353,39320,140,808994862,1855334,last-month,2023-07-28T23:40:35.021Z,OK
https://github.com/amitguptagwl/Java-Rule-Book,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ammarmukadam367/ammar-github-slideshow,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Amog-OS/AmogOS,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AmruthPillai/Reactive-Resume,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/amuzil/magus,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Analogy-LogViewer/Analogy.LogViewer,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Analyn-bot/docs,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/analysis-tools-dev/static-analysis,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Ananto30/zero,pypi,https://pypi.org/project/zeroapi/,0,2,null,null,245,last-month,2023-07-28T00:09:20.538Z,OK
https://github.com/Anco/Free_Space,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Andrea-MariaDB-2/996.ICU,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Andrey-Voinalovych/rpa_developer_roadmap,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/andreymatin/susy-compass-starter,bower,null,0,0,null,null,null,null,2023-07-13T15:43:20.155Z,OK
https://github.com/AndroidIDEOfficial/AndroidIDE,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/androidwedakarayo/androidwedakarayoghost,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AndroidWeekly/Weekly,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/anforaProject/anfora,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/angkosal/laravel-pos,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Anidetrix/rollup-plugin-styles,npm,https://www.npmjs.com/package/rollup-plugin-styles,1187,842,11,205,198520,last-month,2023-08-01T15:38:58.323Z,OK
https://github.com/anish000kumar/redux-box,npm,https://www.npmjs.com/package/redux-box,6,3,null,null,441,last-month,2023-07-21T07:00:53.759Z,OK
https://github.com/anjoy8/Blog.Core,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ankidroid/Anki-Android,go,https://pkg.go.dev/github.com/ankidroid/Anki-Android,0,0,null,null,null,null,2023-08-01T22:42:18.694Z,OK
https://github.com/ankitpokhrel/jira-cli,go,https://pkg.go.dev/github.com/ankitpokhrel/jira-cli,0,1,null,null,null,null,2023-07-27T22:04:41.255Z,OK
https://github.com/anonaddy/anonaddy,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ansible-semaphore/semaphore,go,https://pkg.go.dev/github.com/ansible-semaphore/semaphore,0,1,2,164,null,null,2023-07-27T22:08:00.225Z,OK
https://github.com/ant-design/ant-design,npm,https://www.npmjs.com/package/antd,12829,113307,420,2423004,5433791,last-month,2023-08-02T10:31:35.847Z,OK
https://github.com/AntennaPod/AntennaPod,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/antest1/kcanotify,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/antfu/vitesse,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/anticensority/runet-censorship-bypass,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AntmJS/vantui,npm,https://www.npmjs.com/package/@antmjs/vantui,7,16,null,null,1839,last-month,2023-07-31T14:11:04.325Z,OK
https://github.com/antonbabenko/pre-commit-terraform,go,https://pkg.go.dev/github.com/antonbabenko/pre-commit-terraform,0,0,null,null,null,null,2023-07-25T21:33:25.439Z,OK
https://github.com/antonreshetov/massCode,go,https://pkg.go.dev/github.com/antonreshetov/masscode,0,0,null,null,null,null,2023-07-17T17:29:28.622Z,OK
https://github.com/antonybudianto/angular-starter,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/antvi/Accordion,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/antvis/G2,npm,https://www.npmjs.com/package/@antv/g2,302,6669,35,13184,590624,last-month,2023-08-02T06:30:14.244Z,OK
https://github.com/aofdev/vue-firebase-auth-vuex,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aosus/aosus-dictionary,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/apache/echarts,npm,https://www.npmjs.com/package/echarts,5795,39314,185,438759688,2696694,last-month,2023-08-02T09:40:53.647Z,OK
https://github.com/Apeqcode/supabase-user-management,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/apereo/cas,maven,https://repo.maven.apache.org/maven2/org/apereo/cas/cas-server-support-jdbc/,4,184,2,1189,null,null,2023-07-31T10:29:49.715Z,OK
https://github.com/apertium/apertium,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/apiato/apiato,packagist,https://packagist.org/packages/apiato/apiato#,0,1,null,null,23751,total,2023-07-30T10:11:36.936Z,OK
https://github.com/apicrafter/metacrafter,pypi,https://pypi.org/project/metacrafter/,0,1,null,null,21,last-month,2023-07-28T21:55:28.942Z,OK
https://github.com/apollo-elements/apollo-elements,npm,https://www.npmjs.com/package/@apollo-elements/lit-apollo,36,15,null,null,1055,last-month,2023-07-26T21:06:45.429Z,OK
https://github.com/apolloconfig/apollo,maven,https://repo.maven.apache.org/maven2/com/ctrip/framework/apollo/apollo/,0,2,null,null,null,null,2023-07-27T02:46:06.931Z,OK
https://github.com/Apollonyan/Developing-iOS-11-Apps-with-Swift,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Apparence-io/CamerAwesome,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AppIntro/AppIntro,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/appleboy/gorush,go,https://pkg.go.dev/github.com/appleboy/gorush,6,7,3,8911316,null,null,2023-07-27T22:04:52.278Z,OK
https://github.com/approach0/search-engine,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/appvoid/vosper,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aQuaYi/LeetCode-in-Go,go,https://pkg.go.dev/github.com/aQuaYi/LeetCode-in-Go,0,0,null,null,null,null,2023-07-22T14:46:19.847Z,OK
https://github.com/Aqzhyi/Sublime-Better-Completion,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AravisProject/aravis,alpine,https://pkgs.alpinelinux.org/package/edge/testing/x86_64/aravis-viewer-lang,0,0,null,null,null,null,2023-08-01T11:34:50.297Z,OK
https://github.com/arborchat/sprig,go,https://pkg.go.dev/github.com/arborchat/sprig,0,0,null,null,null,null,2023-07-21T21:31:23.756Z,OK
https://github.com/arcaelas/.github,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/archaeo-social/mastodon,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ArchiveTeam/grab-site,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/aregtech/areg-sdk,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ariakit/ariakit,npm,https://www.npmjs.com/package/ariakit,22,118,1,77,239155,last-month,2023-08-02T10:30:06.029Z,OK
https://github.com/AriaLyy/Aria,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/arikaim/arikaim,packagist,https://packagist.org/packages/arikaim/arikaim#,0,0,null,null,528,total,2023-07-17T10:18:37.38Z,OK
https://github.com/arjayosma/expo-firebase-phone-authentication,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/arkmanager/ark-server-tools,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/arnnis/react-native-toast-notifications,npm,https://www.npmjs.com/package/react-native-toast-notifications,11,124,null,null,92011,last-month,2023-07-27T04:09:00.873Z,OK
https://github.com/Arronk/My-Coding-Journey,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/arshad-yaseen/markdx,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ArtalkJS/Artalk,npm,https://www.npmjs.com/package/artalk,8,64,null,null,17553,last-month,2023-08-01T15:12:41.249Z,OK
https://github.com/arthuro555/THNK,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/artpolikarpov/fotorama,npm,https://www.npmjs.com/package/slider-fotorama,0,2,null,null,26,last-month,2023-07-22T15:24:41.889Z,OK
https://github.com/arturo-lang/arturo,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AryanpurTech/BlueEngine,cargo,https://crates.io/crates/blue_engine/,3,2,null,null,6522,total,2023-07-27T21:00:13.055Z,OK
https://github.com/aryashah2k/Quantum-Computing-Collection-Of-Resources,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/arzzen/git-quick-stats,homebrew,https://formulae.brew.sh/formula/git-quick-stats,0,19,null,null,282,last-month,2023-07-28T14:03:56.872Z,OK
https://github.com/asciidocfx/AsciidocFX,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/asciidoctor/asciidoctor,rubygems,https://rubygems.org/gems/asciidoctor,133,6586,239,427163092,28419296,total,2023-08-02T10:41:36.338Z,OK
https://github.com/asciidwango/js-primer,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Ascotbe/Kernelhub,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/asdf2014/algorithm,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ash-project/ash,hex,https://hex.pm/packages/ash/,12,19,null,null,211088,total,2023-08-01T04:13:05.359Z,OK
https://github.com/Ashutosh00710/github-readme-activity-graph,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ashutosh1919/masterPortfolio,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Aslemammad/vitext,npm,https://www.npmjs.com/package/vitext,0,0,null,null,38,last-month,2023-07-20T15:40:28.218Z,OK
https://github.com/aspect-build/rules_js,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/assegaiphp/assegai,packagist,https://packagist.org/packages/assegaiphp/assegai#,0,1,null,null,103,total,2023-07-27T23:16:56.613Z,OK
https://github.com/assemblee-virtuelle/activitypods,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AssemblyScript/assemblyscript,npm,https://www.npmjs.com/package/@assemblyscript/loader,165,146663,263,40346478,9527500,last-month,2023-08-01T14:13:38.138Z,OK
https://github.com/AssistantNMS/Languages,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AStan/MSEunibzMeAl,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/asterics/esp32_mouse_keyboard,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/astrit/css.gg,npm,https://www.npmjs.com/package/css.gg,20,167,1,8445,161777,last-month,2023-08-02T10:43:11.637Z,OK
https://github.com/Astrotomic/laravel-translatable,packagist,https://packagist.org/packages/astrotomic/laravel-translatable#,91,748,null,null,3263018,total,2023-07-27T13:42:31.054Z,OK
https://github.com/Asuniia/adonis-paypal,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/asyncapi/spec,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/atata-framework/atata,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/atisawd/boxicons,npm,https://www.npmjs.com/package/boxicons,64,2435,6,73,940962,last-month,2023-08-02T10:45:13.384Z,OK
https://github.com/AtlasFoundation/AvatarCreator,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/atomicdata-dev/atomic-server,cargo,https://crates.io/crates/atomic_lib/,2,1,null,null,8381,total,2023-08-02T09:14:20.626Z,OK
https://github.com/atomicojs/atomico,npm,https://www.npmjs.com/package/atomico,94,61,null,null,6507,last-month,2023-07-27T15:25:19.17Z,OK
https://github.com/atropy/OptionPricing,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Attendize/Attendize,go,https://pkg.go.dev/github.com/Attendize/Attendize,0,0,null,null,null,null,2023-07-22T13:11:40.822Z,OK
https://github.com/atulgrover/6feetoffice,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/AuroraEditor/AuroraEditor,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/auroral-ui/hexo-theme-aurora,npm,https://www.npmjs.com/package/hexo-theme-aurora,1,59,null,null,704,last-month,2023-08-02T15:40:13.318Z,OK
https://github.com/authelia/authelia,go,https://pkg.go.dev/github.com/authelia/authelia,0,0,null,null,null,null,2023-08-02T05:31:14.067Z,OK
https://github.com/authifyWeb/authifyNow,null,null,null,null,null,null,null,null,null,No lookups
